Hotel Name,Score,Distance to Center,Price,Taxes and Fees,Total Price,Nights and Adults,Card Deal,Stars,Subway Access,Neighborhood,Room Type,Bed Type,Cancellation Policy,Payment Policy,Review Class,Number of Reviews,Date of search,Checkin,Checkout
"The Lexington Hotel, Autograph Collection",7.9,1.6,762,287,1049.0,"4 nights,2 adults",,4,True,Midtown East,Queen Room,1 queen bed,,,Good,532 ,2024-06-17,2024-07-04,2024-07-08
The James New York - NoMad,8.1,2.6,756,323,1079.0,"4 nights,2 adults",,4,True,NoMad,Queen Room,1 queen bed,,,Very Good,1200 ,2024-06-17,2024-07-04,2024-07-08
Omni Berkshire Place,8.7,1.1,1001,322,1323.0,"4 nights,2 adults",,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Excellent,1319 ,2024-06-17,2024-07-04,2024-07-08
DoubleTree by Hilton New York Midtown Fifth Ave,7.5,1.0,904,147,1051.0,"4 nights,2 adults",,4,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,622 ,2024-06-17,2024-07-04,2024-07-08
Aloft Manhattan Downtown - Financial District,7.4,6.8,745,124,869.0,"4 nights,2 adults",,4,True,Manhattan,"Guest Room, 1 King",1 king bed,Free cancellation,,Good,1181 ,2024-06-17,2024-07-04,2024-07-08
Moxy NYC Downtown,8.1,6.7,742,240,982.0,"4 nights,2 adults",,4,True,Manhattan,Queen Room,1 queen bed,,,Very Good,1449 ,2024-06-17,2024-07-04,2024-07-08
Hyatt Grand Central New York,7.3,1.9,847,324,1171.0,"4 nights,2 adults",Getaway Deal,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Good,2626 ,2024-06-17,2024-07-04,2024-07-08
Pod 39,8.1,2.1,753,217,970.0,"4 nights,2 adults",,3,True,Murray Hill,Double Room,1 full bed,Free cancellation,No prepayment needed– pay at the property,Very Good,11521 ,2024-06-17,2024-07-04,2024-07-08
Hyatt Place NYC Chelsea,7.9,2.8,1016,164,1180.0,"4 nights,2 adults",,4,True,Chelsea,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,15569 ,2024-06-17,2024-07-04,2024-07-08
"Holiday Inn Lower East Side, an IHG Hotel",8.0,5.6,1204,195,1399.0,"5 nights,2 adults",Limited-time Deal,4,True,Lower East Side,Standard Room,Multiple bed types,Free cancellation,No prepayment needed– pay at the property,Very Good,1184 ,2024-06-17,2024-07-04,2024-07-09
Four Points by Sheraton Manhattan SoHo Village,7.6,5.0,988,163,1151.0,"5 nights,2 adults",,3,True,SoHo,"Guest Room, 1 King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,893 ,2024-06-17,2024-07-04,2024-07-09
Wingate by Wyndham New York Midtown South/5th Ave,8.1,1.9,893,149,1042.0,"5 nights,2 adults",Free airport taxi,3,True,Manhattan,Queen Room - Non-Smoking,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,2100 ,2024-06-17,2024-07-04,2024-07-09
The St. Regis New York,8.7,1.0,3700,803,4503.0,"5 nights,2 adults",,5,True,Midtown East,Superior King Room - Butler Service,1 king bed,Free cancellation,No prepayment needed– pay at the property,Excellent,140 ,2024-06-17,2024-07-04,2024-07-09
La Quinta by Wyndham Time Square South,8.3,1.7,935,264,1199.0,"5 nights,2 adults",Free airport taxi,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-06-17,2024-07-04,2024-07-09
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,846,142,988.0,"5 nights,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,1660 ,2024-06-17,2024-07-04,2024-07-09
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,7.7,807,137,944.0,"5 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,,,Very Good,5070 ,2024-06-17,2024-07-04,2024-07-09
Courtyard by Marriott New York Manhattan/Central Park,8.2,0.45,1177,191,1368.0,"5 nights,2 adults",,4,True,Manhattan,King or Queen Room with City View - Hearing Accessible,1 king bed,,,Very Good,5682 ,2024-06-17,2024-07-04,2024-07-09
AC Hotel by Marriott New York Downtown,8.5,7.2,923,154,1077.0,"5 nights,2 adults",,4,True,Manhattan,King Guest Room - One King Bed - Non-Smoking,1 king bed,,,Very Good,1721 ,2024-06-17,2024-07-04,2024-07-09
Pod Times Square,8.1,1.4,846,257,1103.0,"5 nights,2 adults",Free airport taxi,3,True,Hell's Kitchen,Bunk Pod,2 twin beds,Free cancellation,No prepayment needed– pay at the property,Very Good,22287 ,2024-06-17,2024-07-04,2024-07-09
"The New Yorker, A Wyndham Hotel",7.7,2.0,902,317,1219.0,"5 nights,2 adults",Free airport taxi,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-06-17,2024-07-04,2024-07-09
Renaissance New York Chelsea Hotel,8.0,2.8,1043,343,1386.0,"5 nights,2 adults",,4,True,Chelsea,"Guest Room, 1 King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,897 ,2024-06-17,2024-07-04,2024-07-09
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,1025,169,1194.0,"5 nights,2 adults",Free airport taxi,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4528 ,2024-06-17,2024-07-04,2024-07-09
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,859,259,1118.0,"5 nights,2 adults",Free airport taxi,3,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,3050 ,2024-06-17,2024-07-04,2024-07-09
"Kimpton Hotel Theta, an IHG Hotel",8.5,0.9,1053,402,1455.0,"5 nights,2 adults",,5,True,Manhattan,King Room,1 king bed,,,Very Good,687 ,2024-06-17,2024-07-04,2024-07-09
Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,7.2,995,164,1159.0,"5 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,3518 ,2024-06-17,2024-07-04,2024-07-09
"Le Meridien New York, Central Park by Marriott",7.0,0.5,1116,412,1528.0,"5 nights,2 adults",,5,True,Manhattan,"Guest Room, 1 King, Cozy King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,532 ,2024-06-17,2024-07-04,2024-07-09
Aloft Manhattan Downtown - Financial District,7.4,6.8,865,145,1010.0,"5 nights,2 adults",,4,True,Manhattan,"Guest Room, 1 King",1 king bed,Free cancellation,,Good,1181 ,2024-06-17,2024-07-04,2024-07-09
Four Points by Sheraton New York Downtown,7.3,7.0,854,144,998.0,"5 nights,2 adults",,3,True,Manhattan,"Guest room, 1 Queen",1 queen bed,,,Good,2303 ,2024-06-17,2024-07-04,2024-07-09
Margaritaville Resort Times Square,8.7,1.5,1404,514,1918.0,"5 nights,2 adults",Free airport taxi,4,True,Manhattan,Queen Room - Disability Access,1 queen bed,Free cancellation,,Excellent,3160 ,2024-06-17,2024-07-04,2024-07-09
Pod 39,8.1,2.1,905,266,1171.0,"5 nights,2 adults",Free airport taxi,3,True,Murray Hill,Double Room,1 full bed,Free cancellation,No prepayment needed– pay at the property,Very Good,11521 ,2024-06-17,2024-07-04,2024-07-09
SpringHill Suites by Marriott New York Manhattan Chelsea,8.2,2.5,1177,191,1368.0,"5 nights,2 adults",,4,True,Chelsea,Studio King Room,Entire studio•1 bedroom•1 bathroom•19m²,Free cancellation,,Very Good,8910 ,2024-06-17,2024-07-04,2024-07-09
Motto By Hilton New York City Times Square,8.2,1.0,1079,351,1430.0,"5 nights,2 adults",,3,True,Manhattan,Queen Room - Hearing Accessible,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,431 ,2024-06-17,2024-07-04,2024-07-09
Carnegie Hotel,8.6,0.4,1186,336,1522.0,"5 nights,2 adults",Free airport taxi,4,True,Manhattan,Superior Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Excellent,2074 ,2024-06-17,2024-07-04,2024-07-09
The James New York - NoMad,8.1,2.6,910,398,1308.0,"5 nights,2 adults",Free airport taxi,4,True,NoMad,Queen Room,1 queen bed,,,Very Good,1200 ,2024-06-17,2024-07-04,2024-07-09
"Holiday Inn Express New York City Chelsea, an IHG Hotel",7.8,2.4,1031,284,1315.0,"5 nights,2 adults",,3,True,Chelsea,Standard King Room with Mobility Accessible Tub,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,3909 ,2024-06-17,2024-07-04,2024-07-09
"Holiday Inn Lower East Side, an IHG Hotel",8.0,5.6,300,48,348.0,"1 night,2 adults",Limited-time Deal,4,True,Lower East Side,Standard Room,Multiple bed types,Free cancellation,No prepayment needed– pay at the property,Very Good,1184 ,2024-06-17,2024-07-05,2024-07-06
The St. Regis New York,8.7,1.0,716,157,873.0,"1 night,2 adults",,5,True,Midtown East,Superior King Room - Butler Service,1 king bed,,,Excellent,140 ,2024-06-17,2024-07-05,2024-07-06
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,7.7,172,29,201.0,"1 night,2 adults",,3,True,Manhattan,King Room,1 king bed,,,Very Good,5070 ,2024-06-17,2024-07-05,2024-07-06
"The New Yorker, A Wyndham Hotel",7.7,2.0,199,66,265.0,"1 night,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-06-17,2024-07-05,2024-07-06
AC Hotel by Marriott New York Downtown,8.5,7.2,197,33,230.0,"1 night,2 adults",,4,True,Manhattan,King Guest Room with River View - Non-Smoking,1 king bed,,,Very Good,1721 ,2024-06-17,2024-07-05,2024-07-06
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,185,59,244.0,"1 night,2 adults",,3,True,Manhattan,King Room - Non Smoking,1 king bed,,,Very Good,741 ,2024-06-17,2024-07-05,2024-07-06
"Le Meridien New York, Central Park by Marriott",7.0,0.5,239,85,324.0,"1 night,2 adults",,5,True,Manhattan,"Guest Room, 1 King, Cozy King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,532 ,2024-06-17,2024-07-05,2024-07-06
Courtyard by Marriott New York Manhattan/Central Park,8.2,0.45,254,41,295.0,"1 night,2 adults",,4,True,Manhattan,King or Queen Room with City View - Hearing Accessible,1 king bed,,,Very Good,5682 ,2024-06-17,2024-07-05,2024-07-06
Pod Times Square,8.1,1.4,197,56,253.0,"1 night,2 adults",,3,True,Hell's Kitchen,Bunk Pod,2 twin beds,,,Very Good,22287 ,2024-06-17,2024-07-05,2024-07-06
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,229,37,266.0,"1 night,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4528 ,2024-06-17,2024-07-05,2024-07-06
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,1.5,200,56,256.0,"1 night,2 adults",,3,True,Midtown East,Interior Room - No Windows,1 full bed,,,Excellent,958 ,2024-06-17,2024-07-05,2024-07-06
"U Hotel Fifth Avenue, Empire State Building",7.9,2.1,181,53,234.0,"1 night,2 adults",,3,True,Manhattan,Queen Room,1 queen bed,,,Good,3050 ,2024-06-17,2024-07-05,2024-07-06
Omni Berkshire Place,8.7,1.1,281,85,366.0,"1 night,2 adults",,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Excellent,1319 ,2024-06-17,2024-07-05,2024-07-06
West Side YMCA,6.6,0.35,150,10,160.0,"1 night,2 adults",Getaway Deal,3,True,Upper West Side,Bunk Bed Room with Shared Bathroom,1 bunk bed,,,Review score,13532 ,2024-06-17,2024-07-05,2024-07-06
Riu Plaza New York Times Square,8.5,1.0,258,75,333.0,"1 night,2 adults",,4,True,Hell's Kitchen,Deluxe Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,7432 ,2024-06-17,2024-07-05,2024-07-06
Royalton New York,7.7,1.4,289,86,375.0,"1 night,2 adults",,4,True,Manhattan,Deluxe Queen Room,1 queen bed,Free cancellation,,Good,2460 ,2024-06-17,2024-07-05,2024-07-06
"Park South Hotel, part of JdV by Hyatt",8.4,2.8,249,75,324.0,"1 night,2 adults",Getaway Deal,4,True,NoMad,Queen Room,1 queen bed,Free cancellation,,Very Good,309 ,2024-06-17,2024-07-05,2024-07-06
Hotel 48LEX New York,7.7,1.6,212,94,306.0,"1 night,2 adults",,4,True,Midtown East,Queen Studio,Entire studio•1 bathroom•29m²,Free cancellation,No prepayment needed– pay at the property,Good,384 ,2024-06-17,2024-07-05,2024-07-06
"Dream Downtown, by Hyatt",7.4,3.4,230,95,325.0,"1 night,2 adults",,4,True,Chelsea,King Room - Bronze,1 king bed,,,Good,1417 ,2024-06-17,2024-07-05,2024-07-06
"Kimpton Hotel Theta, an IHG Hotel",8.5,0.9,230,83,313.0,"1 night,2 adults",,5,True,Manhattan,King Room,1 king bed,,,Very Good,687 ,2024-06-17,2024-07-05,2024-07-06
Hyatt Union Square New York,7.7,3.9,239,73,312.0,"1 night,2 adults",Getaway Deal,4,True,Union Square,Queen Room with Accessible Shower - Disability Access,1 queen bed,Free cancellation,,Good,280 ,2024-06-17,2024-07-05,2024-07-06
NH Collection New York Madison Avenue,8.3,2.0,301,88,389.0,"1 night,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-06-17,2024-07-05,2024-07-06
Executive Hotel Le Soleil New York,8.4,2.0,265,68,333.0,"1 night,2 adults",,4,True,Manhattan,Executive Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4052 ,2024-06-17,2024-07-05,2024-07-06
Margaritaville Resort Times Square,8.7,1.5,301,106,407.0,"1 night,2 adults",,4,True,Manhattan,Queen Room - Disability Access,1 queen bed,,,Excellent,3160 ,2024-06-17,2024-07-05,2024-07-06
The Evelyn NoMad,7.8,2.7,239,80,319.0,"1 night,2 adults",,5,True,NoMad,Deluxe Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,2990 ,2024-06-17,2024-07-05,2024-07-06
Moxy NYC Downtown,8.1,6.7,220,65,285.0,"1 night,2 adults",,4,True,Manhattan,Queen Room,1 queen bed,,,Very Good,1449 ,2024-06-17,2024-07-05,2024-07-06
"Holiday Inn Lower East Side, an IHG Hotel",8.0,5.6,566,90,656.0,"2 nights,2 adults",Limited-time Deal,4,True,Lower East Side,Standard Room,Multiple bed types,Free cancellation,No prepayment needed– pay at the property,Very Good,1184 ,2024-06-17,2024-07-05,2024-07-07
Moxy NYC Downtown,8.1,6.7,431,129,560.0,"2 nights,2 adults",,4,True,Manhattan,Queen Room,1 queen bed,,,Very Good,1449 ,2024-06-17,2024-07-05,2024-07-07
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,7.7,360,60,420.0,"2 nights,2 adults",,3,True,Manhattan,King Room,1 king bed,,,Very Good,5070 ,2024-06-17,2024-07-05,2024-07-07
AC Hotel by Marriott New York Downtown,8.5,7.2,385,64,449.0,"2 nights,2 adults",,4,True,Manhattan,King Guest Room - One King Bed - Non-Smoking,1 king bed,,,Very Good,1721 ,2024-06-17,2024-07-05,2024-07-07
"The Cloud One New York-Downtown, by the Motel One Group",8.4,7.0,468,76,544.0,"2 nights,2 adults",,4,True,Manhattan,Standard King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,4528 ,2024-06-17,2024-07-05,2024-07-07
"Kimpton Hotel Theta, an IHG Hotel",8.5,0.9,459,167,626.0,"2 nights,2 adults",,5,True,Manhattan,King Room,1 king bed,,,Very Good,687 ,2024-06-17,2024-07-05,2024-07-07
Courtyard by Marriott New York Manhattan/Central Park,8.2,0.45,525,84,609.0,"2 nights,2 adults",,4,True,Manhattan,King or Queen Room with City View - Hearing Accessible,1 king bed,,,Very Good,5682 ,2024-06-17,2024-07-05,2024-07-07
"Le Meridien New York, Central Park by Marriott",7.0,0.5,498,172,670.0,"2 nights,2 adults",,5,True,Manhattan,"Guest Room, 1 King, Cozy King",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,532 ,2024-06-17,2024-07-05,2024-07-07
Omni Berkshire Place,8.7,1.1,517,164,681.0,"2 nights,2 adults",,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Excellent,1319 ,2024-06-17,2024-07-05,2024-07-07
"The Historic Mayfair Hotel Times Square, Ascend Hotel Collection",8.5,0.8,414,125,539.0,"2 nights,2 adults",,3,True,Manhattan,King Room - Non Smoking,1 king bed,,,Very Good,741 ,2024-06-17,2024-07-05,2024-07-07
Pod Times Square,8.1,1.4,412,114,526.0,"2 nights,2 adults",,3,True,Hell's Kitchen,Bunk Pod,2 twin beds,,,Very Good,22287 ,2024-06-17,2024-07-05,2024-07-07
Hotel 48LEX New York,7.7,1.6,439,191,630.0,"2 nights,2 adults",,4,True,Midtown East,Queen Studio - Disability Access,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,384 ,2024-06-17,2024-07-05,2024-07-07
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,412,68,480.0,"2 nights,2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,,,Good,1660 ,2024-06-17,2024-07-05,2024-07-07
Royalton New York,7.7,1.4,565,180,745.0,"2 nights,2 adults",,4,True,Manhattan,Deluxe Queen Room,1 queen bed,Free cancellation,,Good,2460 ,2024-06-17,2024-07-05,2024-07-07
DoubleTree by Hilton New York Midtown Fifth Ave,7.5,1.0,503,81,584.0,"2 nights,2 adults",,4,True,Manhattan,Queen Room,1 queen bed,Free cancellation,No prepayment needed– pay at the property,Good,622 ,2024-06-17,2024-07-05,2024-07-07
"Park South Hotel, part of JdV by Hyatt",8.4,2.8,488,148,636.0,"2 nights,2 adults",Getaway Deal,4,True,NoMad,Queen Room,1 queen bed,Free cancellation,,Very Good,309 ,2024-06-17,2024-07-05,2024-07-07
"The New Yorker, A Wyndham Hotel",7.7,2.0,468,143,611.0,"2 nights,2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-06-17,2024-07-05,2024-07-07
Margaritaville Resort Times Square,8.7,1.5,601,211,812.0,"2 nights,2 adults",,4,True,Manhattan,Queen Room - Disability Access,1 queen bed,,,Excellent,3160 ,2024-06-17,2024-07-05,2024-07-07
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,1.5,437,117,554.0,"2 nights,2 adults",,3,True,Midtown East,Interior Room - No Windows,1 full bed,,,Excellent,958 ,2024-06-17,2024-07-05,2024-07-07
The James New York - NoMad,8.1,2.6,411,166,577.0,"2 nights,2 adults",,4,True,NoMad,Queen Room,1 queen bed,,,Very Good,1200 ,2024-06-17,2024-07-05,2024-07-07
West Side YMCA,6.6,0.35,308,20,328.0,"2 nights,2 adults",Getaway Deal,3,True,Upper West Side,Bunk Bed Room with Shared Bathroom,1 bunk bed,,,Review score,13532 ,2024-06-17,2024-07-05,2024-07-07
Hyatt Place NYC Chelsea,7.9,2.8,558,89,647.0,"2 nights,2 adults",,4,True,Chelsea,King Room,1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,15569 ,2024-06-17,2024-07-05,2024-07-07
NH Collection New York Madison Avenue,8.3,2.0,593,175,768.0,"2 nights,2 adults",,4,True,Murray Hill,Superior Room,1 queen bed,,,Very Good,2014 ,2024-06-17,2024-07-05,2024-07-07
Hyatt Grand Central New York,7.3,1.9,508,175,683.0,"2 nights,2 adults",Getaway Deal,4,True,Midtown East,Deluxe King Room,1 king bed,Free cancellation,,Good,2626 ,2024-06-17,2024-07-05,2024-07-07
Moxy NYC Chelsea,8.3,2.5,508,151,659.0,"2 nights,2 adults",,4,True,Chelsea,King Room,1 king bed,,,Very Good,3243 ,2024-06-17,2024-07-05,2024-07-07
"Holiday Inn Lower East Side, an IHG Hotel",8.0,5.6,736,119,855.0,"3 nights, 2 adults",Limited-time Deal,4,True,Lower East Side,Standard Room,Multiple bed types,Free cancellation,No prepayment needed– pay at the property,Very Good,1184 ,2024-06-17,2024-07-05,2024-07-08
Conrad New York Downtown,9.0,6.6,1183,191,1374.0,"3 nights, 2 adults",,5,True,Battery Park,Deluxe Suite with Two Double Beds,Private suite,,,Wonderful,738 ,2024-06-17,2024-07-05,2024-07-08
Courtyard New York Downtown Manhattan/Financial District,7.5,7.1,525,88,613.0,"3 nights, 2 adults",,3,True,Manhattan,"Guest room, 1 King, City view",1 king bed,Free cancellation,No prepayment needed– pay at the property,Good,1660 ,2024-06-17,2024-07-05,2024-07-08
"The New Yorker, A Wyndham Hotel",7.7,2.0,529,188,717.0,"3 nights, 2 adults",,4,True,Hell's Kitchen,Standard Queen Room,1 queen bed,Free cancellation,,Good,15276 ,2024-06-17,2024-07-05,2024-07-08
La Quinta by Wyndham Time Square South,8.3,1.7,586,162,748.0,"3 nights, 2 adults",Getaway Deal,3,True,Hell's Kitchen,King Room - Non-Smoking,1 king bed,Free cancellation,No prepayment needed– pay at the property,Very Good,3956 ,2024-06-17,2024-07-05,2024-07-08
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,7.7,479,81,560.0,"3 nights, 2 adults",,3,True,Manhattan,King Room,1 king bed,,,Very Good,5070 ,2024-06-17,2024-07-05,2024-07-08
AC Hotel by Marriott New York Downtown,8.5,7.2,537,90,627.0,"3 nights, 2 adults",,4,True,Manhattan,King Guest Room - One King Bed - Non-Smoking,1 king bed,,,Very Good,1721 ,2024-06-17,2024-07-05,2024-07-08
